city,lat,lon
GUAYAS,-2.1135124834,-79.4886767066
GUAYAS,0.3582828798,-78.1087921384
GUAYAS,-2.1167633119,-79.6659092802
GUAYAS,-2.6393313911,-80.3738496043
SUCUMBIOS,0.0991798783,-76.8721743016
GUAYAS,-2.1583167287,-79.8037800501
IMBABURA,0.3373444709,-78.0781751575
GUAYAS,0.3541516103,-78.1529010935
GUAYAS,0.3787375833,-78.266562282
GUAYAS,-2.6319205778,-80.3145741889
MANABI,-0.7076426125,-80.168146799
ORELLANA,-0.2949971327,-76.838205077
LOS_RIOS,-1.0312123242,-79.4759306706
GUAYAS,-2.1142937495,-79.6783956886
MANABI,-0.2750977687,-79.4703922659
GUAYAS,-2.1348709222,-79.5627402864
IMBABURA,0.3382328095,-78.0583039958
GUAYAS,0.3647952521,-78.0965546244
SANTA_ELENA,-2.2414941334,-80.8952858302
ESMERALDAS,0.8700142767,-79.9505880253
GUAYAS,-2.4173841784,-80.2663213
BOLIVAR,-1.5851318384,-79.0950669882
ESMERALDAS,0.9489376014,-79.6324910027
EL_ORO,-3.4834503272,-80.1937072623
GUAYAS,-2.1595106065,-79.808313314
ESMERALDAS,0.948484033,-79.6215260168
MANABI,0.0738701985,-80.0298581016
GUAYAS,-2.1256053795,-80.1680093907
EL_ORO,-3.2582842358,-79.8784735204
GUAYAS,-2.1363545612,-79.550218359
ESMERALDAS,1.0523556566,-79.4131151415
GUAYAS,-2.1348985066,-79.6086743292
LOS_RIOS,-1.0273319725,-79.4492524647
GUAYAS,-2.1313488674,-79.6690269507
EL_ORO,-3.258148788,-80.0203090029
GUAYAS,0.3526246092,-78.2171935359
MANABI,-0.9675324746,-80.6707074998
EL_ORO,-3.3248211312,-79.8134576702
GUAYAS,-2.1348193558,-79.5688115861
GUAYAS,-2.1261166,-79.6831963948
GUAYAS,0.3814003598,-78.2893981622
GUAYAS,-2.131651657,-80.0968663007
LOS_RIOS,-1.7984470975,-79.4978035817
GUAYAS,-2.158148462,-79.8158252827
GUAYAS,-2.0745187078,-80.0326348734
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2397291913,-79.182187609
ESMERALDAS,0.3373800562,-79.4092134581
EL_ORO,-3.2662683149,-79.8748651653
GUAYAS,-2.1291290632,-79.4732487415
LOS_RIOS,-1.0211451871,-79.4039974826
IMBABURA,0.3394940866,-78.1838257169
ORELLANA,-0.2912939296,-76.8832585948
ESMERALDAS,0.9513265016,-79.6486695732
GUAYAS,-2.0686320807,-79.9814102102
GUAYAS,-2.1781437306,-78.9026303651
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2390797464,-79.1646856808
ESMERALDAS,0.3314597855,-79.2643783219
GUAYAS,0.3708998275,-78.2392695822
ESMERALDAS,1.0574132977,-79.5001093282
GUAYAS,0.3515734684,-78.218632174
ORELLANA,-0.2994720529,-76.8204598005
MANABI,-0.923731199,-80.4887088438
GUAYAS,-2.136277555,-80.0434353557
EL_ORO,-3.2595970914,-79.8747255956
GUAYAS,-2.069635633,-79.9432005812
EL_ORO,-3.2662656876,-80.0011029934
LOS_RIOS,-1.0189733998,-79.4013822905
GUAYAS,-2.0762420939,-79.8771588408
SUCUMBIOS,-0.1426095235,-76.3317005876
LOS_RIOS,-1.0196894316,-79.4165628059
PICHINCHA,-0.1222107716,-78.5602630462
MANABI,-1.0534105341,-79.7379561205
SANTA_ELENA,-2.2361692092,-80.8379138604
EL_ORO,-3.249851986,-79.8875161698
MANABI,-0.9753568314,-80.7298410911
GUAYAS,-2.0689680256,-79.9828951645
PICHINCHA,-0.1473654568,-78.415179608
GUAYAS,-2.6454720578,-80.2976737313
GUAYAS,-2.1294615726,-79.5786474713
MANABI,-0.9630127764,-80.6385923094
GUAYAS,0.3652084246,-78.2650806954
LOS_RIOS,-1.0291585951,-79.3701188295
NAPO,-1.0030638355,-77.6368437948
GUAYAS,-2.1783254222,-78.8851290889
LOS_RIOS,-1.5640372894,-79.6717756599
IMBABURA,0.2922029629,-78.2550550273
GUAYAS,-2.1206308414,-80.1313045878
PASTAZA,-1.104310976,-77.6344672064
LOS_RIOS,-1.0158643752,-79.3797808685
GUAYAS,-2.1595070599,-79.8194372557
GUAYAS,0.365110021,-78.0757609352
PASTAZA,-1.104699224,-77.6719764921
LOS_RIOS,-1.5567192212,-79.6656497709
LOS_RIOS,-1.0153326169,-79.5282097138
LOS_RIOS,-1.0175977042,-79.5432400576
GUAYAS,-2.0739227575,-80.0119599887
PICHINCHA,0.1409421614,-78.7023706007
MORONA_SANTIAGO,-2.5738710764,-78.1081440881
LOS_RIOS,-1.0160123082,-79.5118532336
GUAYAS,0.3619832944,-78.1911236316
EL_ORO,-3.2501873726,-79.9966831545
LOS_RIOS,-1.8022340919,-79.4812974463
GUAYAS,-2.4182098873,-80.2722391783
PICHINCHA,-0.1423712564,-78.5556570005
LOS_RIOS,-1.8166131089,-79.4395350504
MANABI,0.0638317693,-79.9855936967
COTOPAXI,-0.935254811,-79.2473578591
COTOPAXI,-0.9402892686,-79.2294810385
LOJA,-4.0014659215,-79.2174969695
LOS_RIOS,-1.0166080228,-79.3639182917
COTOPAXI,-0.7701386595,-78.5787591939
PICHINCHA,-0.1715548045,-78.3559779169
GUAYAS,-1.0724615661,-79.5874015917
MANABI,-0.8512880074,-79.7127988279
ESMERALDAS,0.8738915027,-79.9479838775
MANABI,-0.9580309001,-80.7960349173
LOS_RIOS,-1.8144464481,-79.4771826137
MORONA_SANTIAGO,-2.5599831478,-78.1153689761
LOS_RIOS,-1.0176292884,-79.556473916
ESMERALDAS,0.975182964,-79.7546784613
GUAYAS,-1.9580885495,-79.9704938527
GUAYAS,-2.1225162574,-79.5866706114
CHIMBORAZO,-1.6582635424,-78.6356451516
GUAYAS,-1.9663678376,-79.6701485289
GUAYAS,-2.407233132,-80.3936099479
ESMERALDAS,0.3259287446,-79.5058616355
AZUAY,-2.900863869,-78.9831691172
LOS_RIOS,-1.5602060734,-79.583834672
GUAYAS,0.3553673589,-78.1999931451
CARCHI,0.8238298993,-77.7017444813
MANABI,-0.8427065307,-79.7273364937
AZUAY,-2.9321911689,-78.8584825328
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2377339079,-79.180616512
GUAYAS,-2.1243974934,-79.6671953527
SUCUMBIOS,0.103580486,-76.8782676374
CHIMBORAZO,-1.6449953919,-78.6857760247
GUAYAS,-2.1187667045,-79.6181853673
GUAYAS,-2.6483750433,-80.4066978662
GUAYAS,-1.8254797268,-79.8683751494
MANABI,-0.9613461396,-80.7533608509
IMBABURA,0.3496395638,-78.1952028544
LOS_RIOS,-1.0223679412,-79.4379742882
GUAYAS,0.3741736805,-78.2917743566
GUAYAS,0.3564064293,-78.1719491183
GUAYAS,-2.1771497867,-78.9006400104
PASTAZA,-1.6337820741,-77.0469540533
ESMERALDAS,1.056270904,-79.3189048369
ESMERALDAS,1.0542205689,-79.4307798839
ESMERALDAS,1.0506294422,-79.3915555176
ESMERALDAS,1.0492352338,-79.3770753512
ESMERALDAS,1.0615343298,-79.3679469585
GUAYAS,-1.9565888585,-79.6399836864
ESMERALDAS,0.3362287547,-79.3561401845
CHIMBORAZO,-2.1979123499,-78.929602778
PICHINCHA,0.1350764504,-78.6954736374
PICHINCHA,-0.221398485,-78.5454055466
GUAYAS,-2.117667422,-79.499147596
GUAYAS,-2.101888809,-79.5872724646
ESMERALDAS,1.0588270755,-79.4912757628
IMBABURA,0.2948964645,-78.3908544295
GUAYAS,-2.0682996523,-79.8510471379
ESMERALDAS,0.3223834296,-79.2802068412
ESMERALDAS,0.9668807081,-79.6224157263
GUAYAS,-2.4121398633,-80.3498786291
GUAYAS,-1.063471877,-79.5231023203
PICHINCHA,-0.2752939575,-78.5648216244
BOLIVAR,-1.7130264437,-79.0644739858
GUAYAS,-2.1247947329,-79.533001875
MANABI,-0.9643502744,-80.6577794749
PICHINCHA,0.152647695,-78.8883357231
GUAYAS,-2.127695641,-79.6010641485
ESMERALDAS,0.9662402836,-79.6680705413
GUAYAS,-2.1287110106,-80.0872956946
PICHINCHA,-0.1287325105,-78.4945645465
LOS_RIOS,-1.5623765573,-79.5497905098
IMBABURA,0.3016355871,-78.3531668536
GUAYAS,-2.1445970377,-79.5957168543
COTOPAXI,-1.0472976928,-78.4916777187
MANABI,-0.7750706791,-80.1947048763
PICHINCHA,-0.1701198804,-78.3379457784
PICHINCHA,-0.1709719649,-78.3851923846
GUAYAS,-1.8675932761,-79.920028015
LOS_RIOS,-1.030142543,-79.4076757694
PICHINCHA,-0.099023543,-78.5309090727
PICHINCHA,-0.1607859089,-78.4825707258
AZUAY,-2.9376662946,-78.9826233506
GUAYAS,-2.1236236454,-79.5395097119
PICHINCHA,-0.1735461018,-78.5472008052
IMBABURA,0.3458538986,-78.2107119768
PICHINCHA,-0.0890940565,-78.373159665
AZUAY,-2.8719517601,-78.9558370391
GUAYAS,-2.0643024316,-80.0163895042
ESMERALDAS,0.9615719467,-79.6762289098
LOJA,-4.0036892797,-79.218622432
ESMERALDAS,0.8741041979,-79.9464414733
GUAYAS,0.3708462813,-78.0870057877
GUAYAS,0.3573552645,-77.9579446155
SUCUMBIOS,0.09796196,-76.9416340355
GUAYAS,-2.1605109561,-79.8061186498
CHIMBORAZO,-2.192822119,-78.8981895518
EL_ORO,-3.2492488249,-79.9879640383
GUAYAS,-2.1323673434,-80.1005491567
MANABI,0.065983982,-79.9803156343
MANABI,0.0772552307,-80.0755143932
LOS_RIOS,-1.8157771958,-79.6399717732
PICHINCHA,0.032295268,-78.0412695162
CARCHI,0.8074741996,-77.787604869
LOS_RIOS,-1.8229495279,-79.5810037084
ESMERALDAS,0.9625668862,-79.6417057129
GUAYAS,-2.1261075612,-79.5534259879
PICHINCHA,-0.1217200409,-78.5083776221
PICHINCHA,-0.1728377215,-78.4435423567
PICHINCHA,-0.1315988049,-78.4609077264
LOS_RIOS,-1.4350035556,-79.3751726367
LOJA,-4.315700014,-79.6496666774
MANABI,-0.9767995095,-80.7316962644
GUAYAS,-2.6306415757,-80.314542038
ESMERALDAS,0.9561327035,-79.7436688725
GUAYAS,-1.8278878683,-79.7612233515
GUAYAS,-2.1611934185,-79.8249069328
EL_ORO,-3.327371326,-79.8683448931
TUNGURAHUA,-1.2556904625,-78.5975587768
AZUAY,-2.9365917016,-78.9686936166
LOS_RIOS,-1.8130296053,-79.5901591598
GUAYAS,-2.1346145245,-79.5288646476
EL_ORO,-3.4575881465,-80.0800846943
GUAYAS,-2.0772749667,-79.9575057877
CHIMBORAZO,-1.6555813471,-78.6885739452
GUAYAS,-2.0764261511,-79.8655403796
PICHINCHA,-0.1019602735,-78.3305458638
GUAYAS,-2.1601579327,-79.8125935682
MANABI,-0.7177394413,-80.1909909603
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2376893022,-79.1594211008
ESMERALDAS,0.9648039553,-79.6654647929
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2405882509,-79.162384038
GUAYAS,0.3640138965,-78.3205242149
GUAYAS,-1.8524952425,-79.948784541
GUAYAS,-2.1291040253,-80.0013847971
AZUAY,-2.8720087224,-78.9651328122
GUAYAS,-1.9657852629,-79.7250932999
GUAYAS,0.3669456255,-78.2732646765
GUAYAS,0.3562002979,-78.0913479378
GUAYAS,-2.1295482653,-79.4694527482
PICHINCHA,0.155312735,-78.7562947985
LOS_RIOS,-1.0156851736,-79.4079726345
EL_ORO,-3.3259116429,-79.7170574481
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2355963782,-79.1700244
MANABI,-0.8407001386,-79.7336387067
MANABI,-0.8432931983,-79.7279650574
GUAYAS,-1.9529160607,-80.1315466576
GUAYAS,-1.9637230726,-79.91127429
LOS_RIOS,-0.8840002904,-79.4206584832
AZUAY,-2.9270262767,-78.928367305
GUAYAS,-2.1271089168,-80.1851269536
MANABI,-0.7149408472,-80.0780926985
GUAYAS,-2.123875192,-79.5365326407
LOS_RIOS,-1.5608748054,-79.6745815873
LOS_RIOS,-1.8054715257,-79.4698440925
EL_ORO,-3.2586813284,-79.9653150382
LOS_RIOS,-1.0332841802,-79.4851137647
LOS_RIOS,-1.4353043749,-79.4151410818
GUAYAS,-2.1782101305,-78.8889306622
LOS_RIOS,-1.4450629146,-79.4481779124
LOJA,-4.0062699615,-79.2151153937
ESMERALDAS,1.2966246686,-78.7461417442
NAPO,-1.0185633239,-77.9001601247
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2391348755,-79.1774445348
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2376560323,-79.1593834061
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2406602797,-79.1845048722
LOS_RIOS,-1.0259530846,-79.4805749994
ESMERALDAS,1.2751348451,-78.7645351248
SANTA_ELENA,-2.2430682548,-80.8602317891
IMBABURA,0.3427774661,-78.1270039959
LOS_RIOS,-1.7865562948,-79.519162201
COTOPAXI,-0.6825588239,-78.8317300298
ESMERALDAS,0.9758486737,-79.755773003
GUAYAS,0.3539959574,-78.2342044208
GUAYAS,-2.1222859622,-79.8262503575
ESMERALDAS,0.9735179657,-79.710649091
GUAYAS,0.3635173884,-78.0249996458
PICHINCHA,-0.1299064672,-78.5091347885
CANAR,-2.4215081295,-79.2960441914
GUAYAS,-2.6439367281,-80.3341435964
LOJA,-4.332627933,-79.4912877319
GUAYAS,0.3565632743,-78.1693081456
ESMERALDAS,0.9779368841,-79.7341616411
MANABI,-0.9590070884,-80.6810822847
IMBABURA,0.3543286979,-78.2043230119
PICHINCHA,-0.1958956959,-78.338704212
GUAYAS,-2.1196767476,-79.5981239102
GUAYAS,-2.2129381581,-79.523588304
EL_ORO,-3.6735725497,-79.6586328669
EL_ORO,-3.6817140603,-79.7638887698
ESMERALDAS,0.9534528147,-79.6826108546
PICHINCHA,-0.2241180378,-78.4696825184
GUAYAS,-2.0732771391,-80.0196142739
ZAMORA_CHINCHIPE,-4.072502256,-78.90433214
LOS_RIOS,-1.0270477279,-79.4669196605
COTOPAXI,-0.9428056629,-79.2340088676
NAPO,-0.733100722,-78.359850344
CHIMBORAZO,-1.6601932553,-78.729986424
GUAYAS,-2.1169448054,-79.9736117321
GUAYAS,-2.1782124768,-78.8959191569
LOS_RIOS,-0.8817677229,-79.4673351136
PICHINCHA,-0.1715525551,-78.4188794411
GUAYAS,-2.1392836561,-79.577916723
GUAYAS,-2.0704245882,-79.8935339715
AZUAY,-2.9198214956,-78.9477008008
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2380759109,-79.1835552993
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2384903505,-79.1816608114
CANAR,-2.739674446,-78.7796760582
CANAR,-2.7493951379,-78.7429164318
LOS_RIOS,-1.8184176973,-79.5129362583
LOS_RIOS,-0.8755299252,-79.5473554239
SANTA_ELENA,-2.2379564083,-80.9953647373
PICHINCHA,-0.2248081231,-78.4426302163
CANAR,-2.4235129749,-79.458225414
ESMERALDAS,1.2750997001,-78.7452559457
ORELLANA,-0.6837078709,-77.3996742404
GUAYAS,-1.8386740646,-79.9130388647
GUAYAS,-2.1210276253,-79.5384947955
GUAYAS,-2.1309067985,-79.9261264691
GUAYAS,-2.1213891537,-79.8204147135
GUAYAS,-2.124493447,-80.1307919117
BOLIVAR,-1.7029297403,-78.9982841631
GUAYAS,-1.8660366703,-79.9215475697
ESMERALDAS,0.9670919261,-79.5619136373
SUCUMBIOS,0.100310107,-76.9162617017
GUAYAS,-2.6486735867,-80.3579272542
ORELLANA,-0.3001143318,-76.8772409004
ORELLANA,-0.304091092,-76.8372999318
GUAYAS,-2.1345867061,-79.8316877911
SUCUMBIOS,-0.1381833401,-76.3415470808
TUNGURAHUA,-1.2548193914,-78.5378097686
LOS_RIOS,-1.7847526729,-79.5480031065
PICHINCHA,-0.1713990352,-78.4894024206
PICHINCHA,-0.2464252986,-78.4966880593
TUNGURAHUA,-1.3110352711,-78.5719417879
PICHINCHA,-0.1708216008,-78.4352815664
PICHINCHA,0.0296323381,-78.092644874
SUCUMBIOS,0.1031811408,-76.8494646924
ESMERALDAS,0.9494285429,-79.6477551791
GUAYAS,-2.6390164916,-80.4019363306
GUAYAS,-2.1582138911,-79.8113372435
ESMERALDAS,0.8851068824,-79.9465911931
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2397378579,-79.1980431688
GUAYAS,-1.8544803251,-80.0127791892
ESMERALDAS,1.0633814957,-79.3964061462
PICHINCHA,0.0364976078,-78.0852770476
SUCUMBIOS,0.1055970513,-76.8720394651
EL_ORO,-3.3241688735,-79.8062249549
GUAYAS,-2.138016936,-79.7727743242
GUAYAS,-2.6360815313,-80.3190423327
GUAYAS,-2.1182028627,-80.0774655705
GUAYAS,-2.2061821735,-79.4758403402
MANABI,-0.9698484694,-80.7800743624
ESMERALDAS,0.8885109444,-79.9383275043
MANABI,-0.9712126423,-80.6553877221
LOJA,-4.3678729054,-79.9201369551
MANABI,-0.9608320995,-80.7722951658
PICHINCHA,-0.2459428011,-78.5292283394
GUAYAS,-1.9642041294,-80.1125131688
PICHINCHA,-0.171830136,-78.4429730019
GUAYAS,-2.0686796433,-80.025316276
EL_ORO,-3.4583443244,-80.069870618
BOLIVAR,-1.5990444049,-79.0792590498
ESMERALDAS,0.9670500731,-79.642627773
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2392188902,-79.185763383
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2372546639,-79.1586876729
LOS_RIOS,-1.7983236295,-79.5492635785
LOS_RIOS,-1.7964674478,-79.4578254306
GUAYAS,-2.0891706546,-79.7310741153
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2378690648,-79.1828703947
SUCUMBIOS,-0.1363765387,-76.3082871355
EL_ORO,-3.2529473347,-79.9990250713
PICHINCHA,-0.0883915766,-78.3960320212
SUCUMBIOS,0.0985421645,-76.9434426944
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2394747571,-79.1595284615
PICHINCHA,-0.2125044861,-78.3151596964
EL_ORO,-3.6998279048,-79.6081703613
GUAYAS,-2.1368001841,-79.5345996385
MANABI,-0.9590056304,-80.7497339378
ESMERALDAS,0.9768906643,-79.5609693525
GUAYAS,-1.9490515559,-79.7942670697
LOS_RIOS,-1.0334498324,-79.3619812375
ESMERALDAS,0.9613595033,-79.6000420087
CHIMBORAZO,-1.6603041669,-78.5765437538
GUAYAS,-1.9455766751,-80.0581493616
GUAYAS,-1.9659036152,-79.7533811756
MANABI,-0.7792369051,-80.3408255599
ESMERALDAS,1.2734959067,-78.7635635757
PICHINCHA,0.0361595671,-78.2187379778
ESMERALDAS,0.9668811906,-79.550365488
LOS_RIOS,-1.0323118322,-79.4373209921
PICHINCHA,-0.2134221017,-78.4924277609
GUAYAS,-2.2012846605,-79.3788098095
GUAYAS,-1.8555419064,-79.9921826231
LOS_RIOS,-1.8147996599,-79.5625616832
PICHINCHA,-0.2068756576,-78.568968758
SUCUMBIOS,0.0883126772,-76.93800787
AZUAY,-2.8711749274,-79.0576581712
ESMERALDAS,0.950498289,-79.7292344464
GUAYAS,-1.0715293269,-79.6907248418
GUAYAS,0.3760137668,-77.9696321712
GUAYAS,-1.8216426559,-80.1381615106
LOS_RIOS,-1.0156298407,-79.4727395267
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2380946542,-79.1745768216
GUAYAS,-2.6471785693,-80.3908808343
ESMERALDAS,1.2795816856,-78.7356128602
ESMERALDAS,1.2838679951,-78.7856008306
ESMERALDAS,1.288075215,-78.8057735781
EL_ORO,-3.2510917619,-79.9605255399
ESMERALDAS,0.336357843,-79.2570905097
ORELLANA,-0.3076572368,-76.8560004889
ESMERALDAS,1.2802770039,-78.7280311384
MANABI,-0.2726611977,-79.5035578764
GUAYAS,-1.9702550717,-79.9411006456
PICHINCHA,-0.1769329179,-78.3213402881
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2383008257,-79.1828613433
EL_ORO,-3.4570164372,-80.0536096473
ESMERALDAS,1.2784976339,-78.7345896151
PICHINCHA,-0.117922759,-78.5875879
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2404639754,-79.188318125
CANAR,-2.4203141995,-79.4158015896
PICHINCHA,-0.113579574,-78.4999401551
PICHINCHA,0.0429847214,-78.099746421
EL_ORO,-3.4802475947,-80.1470961239
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2398515984,-79.1920649224
ORELLANA,-0.6919150093,-77.261643533
ESMERALDAS,0.9676300804,-79.6357528786
NAPO,-0.7317025493,-78.3307419531
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2382232443,-79.1766599432
ESMERALDAS,1.0544632752,-79.3834220223
ESMERALDAS,1.28690284,-78.7676866984
LOS_RIOS,-1.5577051201,-79.5993069768
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2399127251,-79.1635844808
EL_ORO,-3.478960015,-80.1395233143
GUAYAS,0.3669831126,-78.0889886624
PICHINCHA,-0.1705170747,-78.3490569529
MANABI,-1.0466399912,-79.8707034721
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2392480473,-79.1897272974
ORELLANA,-0.6909800135,-77.3058605821
LOS_RIOS,-1.5565870552,-79.6762826055
LOS_RIOS,-1.5453691862,-79.6711962203
GUAYAS,0.3818216878,-78.1212117507
MANABI,0.0731875737,-79.9951035869
MANABI,-0.9626900995,-80.7635104139
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.240316499,-79.1942277579
ORELLANA,-0.6866679207,-77.2612471696
LOJA,-4.3166087982,-79.642413469
PICHINCHA,-0.1706233918,-78.3235727868
ORELLANA,-0.6885161076,-77.3623896073
MANABI,-0.9681517327,-80.6839067163
SANTA_ELENA,-2.2490447737,-80.5866097457
GUAYAS,-1.8525967653,-80.0281530341
EL_ORO,-3.2658347055,-79.920254487
COTOPAXI,-1.0431868389,-78.5806417158
PICHINCHA,-0.2646538139,-78.453663172
LOS_RIOS,-1.0216852592,-79.4132304125
PICHINCHA,-0.1531999054,-78.4171499151
LOS_RIOS,-1.0132405827,-79.3807174299
GUAYAS,-2.6446627362,-80.3855196104
COTOPAXI,-0.7630625574,-78.5019819962
ESMERALDAS,0.9639286286,-79.698416428
ESMERALDAS,0.9491251501,-79.5550767536
PICHINCHA,-0.2351747639,-78.5547834465
GUAYAS,0.3781935446,-78.2524663194
PICHINCHA,-0.2523109001,-78.4390964464
GUAYAS,-2.2092890568,-79.3301379215
MANABI,-0.9584396896,-80.7015107615
CANAR,-2.5625148612,-78.8659306967
AZUAY,-2.8715219515,-78.8959892674
MANABI,0.0763482602,-80.073888507
IMBABURA,0.3475239166,-78.1101999526
LOS_RIOS,-1.0320399175,-79.5469524984
LOS_RIOS,-1.0224566877,-79.4560289663
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2377702843,-79.1634671335
LOS_RIOS,-1.5445540289,-79.6619755636
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2388630685,-79.1643818946
ESMERALDAS,0.9627743114,-79.5712281765
MANABI,0.0706302521,-80.0181576149
ZAMORA_CHINCHIPE,-4.0566596333,-78.7911912757
ESMERALDAS,1.2795578926,-78.7574171094
MANABI,-0.9600548558,-80.6760329475
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2398674665,-79.1890036903
ESMERALDAS,0.9693496669,-79.7502688183
CHIMBORAZO,-2.1973465566,-78.8768251388
ESMERALDAS,1.2731206417,-78.7586016056
LOJA,-4.3792635697,-79.8793203161
LOS_RIOS,-1.0179172921,-79.4708352831
ESMERALDAS,1.2762052674,-78.7247094792
MANABI,-0.9749016567,-80.6555755288
ESMERALDAS,1.2904140894,-78.7645524831
GUAYAS,-1.3583584568,-79.9216933709
MANABI,0.0669575451,-80.0040527828
ESMERALDAS,0.9727263332,-79.5473502019
PICHINCHA,-0.1476112887,-78.3991653425
PICHINCHA,-0.1117327587,-78.5578720583
MORONA_SANTIAGO,-2.7473131917,-78.2205342708
MORONA_SANTIAGO,-2.7553480702,-78.256707507
ESMERALDAS,1.2840331482,-78.8420464902
PASTAZA,-1.6241552482,-77.0842706989
ESMERALDAS,0.8719845203,-79.9540707666
SANTA_ELENA,-2.2269603431,-80.8245231863
ESMERALDAS,0.9549914632,-79.6122807015
ESMERALDAS,0.9751034688,-79.7298623041
GUAYAS,-2.1618268449,-79.8017624997
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2403620803,-79.1913825049
PICHINCHA,-0.1398243115,-78.560299833
EL_ORO,-3.4825473649,-80.2870954434
EL_ORO,-3.3248803964,-79.8056685742
ESMERALDAS,0.3202792652,-79.3936781681
PICHINCHA,-0.2551714093,-78.4456074588
GUAYAS,-1.8600402293,-79.9633381878
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2403221675,-79.1639027807
GUAYAS,-1.0555016232,-79.6981864725
MORONA_SANTIAGO,-2.569503128,-78.1062120585
ESMERALDAS,1.2915357204,-78.8161327184
MORONA_SANTIAGO,-2.7490389389,-78.2776663144
MANABI,-0.966790673,-80.6323401225
CARCHI,-0.2122671571,-78.4904666819
MANABI,-0.9696535354,-80.8050859978
GUAYAS,-2.0631250516,-79.8398210236
CANAR,-2.4214076091,-79.3469478175
GUAYAS,-1.8215062046,-80.2033962704
ZAMORA_CHINCHIPE,-4.0644794141,-78.8659948875
LOS_RIOS,-1.7827190357,-79.637075897
GUAYAS,0.3533591655,-77.9135924983
GUAYAS,-2.1601016459,-79.8065230689
ESMERALDAS,1.2758871855,-78.7546473642
GUAYAS,-1.8388373618,-79.8731379996
BOLIVAR,-1.594996369,-78.911095294
GUAYAS,-2.1165762117,-79.5845047576
GUAYAS,-2.1117334429,-79.5860560407
GUAYAS,-2.1284453373,-79.6220989856
GUAYAS,-1.9718447953,-79.8859476594
ESMERALDAS,1.2815068699,-78.8183734836
GUAYAS,-2.1327302782,-79.9784944693
GUAYAS,0.3876796431,-78.2255509398
TUNGURAHUA,-1.2605585114,-78.6194076939
GUAYAS,-1.9582542646,-79.8440477618
ESMERALDAS,1.2945150011,-78.7334130502
SUCUMBIOS,0.0924007911,-76.8328405326
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2378274507,-79.166908892
GUAYAS,-2.1314635251,-79.5702236013
GUAYAS,-2.6485477558,-80.3228188944
GUAYAS,-2.161338879,-79.8054588702
CANAR,-2.421314186,-79.4004833679
GUAYAS,-2.199343576,-79.5278646947
ESMERALDAS,0.8882455018,-79.9497745433
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2406551813,-79.175989039
SUCUMBIOS,0.0933352737,-76.883518022
MANABI,-0.9676077448,-80.6693418402
GUAYAS,-2.0757704638,-79.9487295613
GUAYAS,-2.1334223956,-79.6353993262
SUCUMBIOS,0.0982074966,-76.8453197732
GUAYAS,-2.1591225489,-79.8090204629
GUAYAS,0.3825479876,-78.2050028565
ESMERALDAS,0.9729423548,-79.6555798632
GUAYAS,0.3555769053,-78.1201733416
GUAYAS,-1.9494870839,-79.8643478856
EL_ORO,-3.2506715599,-80.028383117
GUAYAS,-2.1269837581,-80.0659438604
PASTAZA,-1.6235061445,-76.9672835423
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2400664532,-79.1640385771
GUAYAS,-1.9724411263,-79.9526703294
PICHINCHA,-0.2145685158,-78.6000863354
PICHINCHA,-0.2068636683,-78.5864798677
GUAYAS,0.35568653,-77.9321805777
MORONA_SANTIAGO,-2.5733913196,-78.103740409
GUAYAS,0.3547694587,-78.0857642872
CANAR,-2.4233237448,-79.4116189428
GUAYAS,-1.9610345169,-79.9240308269
PICHINCHA,-0.2368957447,-78.5534639334
TUNGURAHUA,-1.1790356821,-78.5911090797
ESMERALDAS,1.2816325554,-78.768388929
